id,title,alt_title,type,num_of_ep,studio,year,rating
235,Whisper of the Heart,No alternative title found,Movie,1,Studio Ghibli,1995,4.4
2606,Isekai no Seikishi Monogatari,Tenchi Muyo! War on Geminar,OVA,13,AIC Spirits,2009,4.4
5353,A Certain Scientific Railgun S,Toaru Kagaku no Railgun S,TV Series,24,J.C. Staff,2013,4.4
6763,Blue Spring Ride: Page.13,No alternative title found,OVA,1,Production I.G,2014,4.4
8341,Welcome to the Ballroom,Ballroom e Youkoso,TV Series,24,Production I.G,2017,4.4
8874,Land of the Lustrous,Houseki no Kuni (2017),TV Series,12,Orange,2017,4.4
6726,Durarara!!x2 Ketsu,Durarara!! X2 The Third Arc,TV Series,12,Shuka,2016,4.4
1375,Ghost in the Shell: Stand Alone Complex - Solid State Society,No alternative title found,Movie,1,Production I.G,2006,4.4
4456,Nisemonogatari,No alternative title found,TV Series,11,Shaft,2012,4.4
1325,Gintama,No alternative title found,TV Series,201,Sunrise,2006,4.4
94,Laputa: Castle in the Sky,Castle in the Sky,Movie,1,Studio Ghibli,1986,4.4
9046,Lupin III: Part V,Lupin Sansei: Adventure in France,TV Series,24,Telecom Animation Film,2018,4.4
4799,Berserk: Golden Age Arc II - The Battle for Doldrey,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,1,Studio 4°C,2012,4.4
4929,Jormungand: Perfect Order,No alternative title found,TV Series,12,WHITE FOX,2012,4.4
1512,Clannad,No alternative title found,TV Series,23,Kyoto Animation,2007,4.4
1095,Darker than Black,Darker Than Black - Kuro no Keiyakusha,TV Series,25,Bones,2007,4.4
8596,Overlord II,No alternative title found,TV Series,13,MADHOUSE,2018,4.4
7867,Miss Kobayashi's Dragon Maid,Kobayashi-san Chi no Maid Dragon,TV Series,13,Kyoto Animation,2017,4.4
7481,GATE (2016),"Gate: Jieitai Kanochi nite, Kaku Tatakaeri (2016)",TV Series,12,A-1 Pictures,2016,4.4
5370,The World God Only Knows: Goddesses Arc,Kami nomi zo Shiru Sekai: Megami-hen,TV Series,12,Manglobe,2013,4.4
6095,The Tale of the Princess Kaguya,Kaguya-hime no Monogatari,Movie,1,Studio Ghibli,2013,4.4
644,Kino's Journey,Kino no Tabi: The Beautiful World,TV Series,13,A.C.G.T.,2003,4.4
6743,Tsukimonogatari,Tsukimonogatari: Yotsugi Doll,TV Special Series,4,Shaft,2014,4.4
1000,Full Metal Panic! The Second Raid,No alternative title found,TV Series,13,Kyoto Animation,2005,4.4
5329,The Garden of Words,Kotonoha no Niwa,Movie,1,CoMix Wave Inc.,2013,4.4
5978,Detective Conan Movie 18: The Sniper From Another Dimension,Meitantei Conan Movie 18: Ijigen no Sniper,Movie,1,TMS Entertainment,2014,4.4
6207,Non Non Biyori Repeat,No alternative title found,TV Series,12,SILVER LINK,2015,4.4
2669,Detective Conan Movie 13: The Raven Chaser,No alternative title found,Movie,1,No studio found,2009,4.4
5656,Noragami,No alternative title found,TV Series,12,Bones,2014,4.4
1921,Ghost in the Shell: Stand Alone Complex - The Laughing Man,No alternative title found,Movie,1,Production I.G,2005,4.4
3716,Nichijou,Nichijou: My Ordinary Life,TV Series,26,Kyoto Animation,2011,4.4
8339,KonoSuba – God’s blessing on this wonderful world!! 2 OVA,Kono Subarashii Sekai ni Shukufuku wo! 2,OVA,1,No studio found,2017,4.4
3735,Detective Conan Movie 15: Quarter of Silence,Meitantei Conan: Chinmoku no Quarter,Movie,1,TMS Entertainment,2011,4.4
50,Rurouni Kenshin,No alternative title found,TV Series,94,Studio Deen,1996,4.4
55,Hunter x Hunter,No alternative title found,TV Series,62,Nippon Animation,1999,4.4
9819,Rascal Does Not Dream of Bunny Girl Senpai,Seishun Buta Yarou wa Bunny Girl-senpai no Yume wo Minai,TV Series,4,CloverWorks,2018,4.3
5146,Kamisama Kiss,Kamisama Hajimemashita,TV Series,13,TMS Entertainment,2012,4.3
1873,"Legend of the Galactic Heroes: A Hundred Billion Stars, A Hundred Billion Lights","Ginga Eiyuu Densetsu: Sen'oku no Hoshi, Sen'oku no Hikari",OVA,24,No studio found,1998,4.3
8552,Bungou Stray Dogs Movie: Dead Apple,No alternative title found,Movie,1,Bones,2018,4.3
4564,Daily Lives of High School Boys,Danshi Koukousei no Nichijou,TV Series,12,Sunrise,2012,4.3
8604,Haikyuu!! Movie 4: Concept no Tatakai,Haikyuu!! Movie 4: Battle of Concepts,Movie,1,Production I.G,2017,4.3
5010,The Pet Girl of Sakurasou,Sakurasou no Pet na Kanojo,TV Series,24,J.C. Staff,2012,4.3
7423,One Piece Film: Gold,No alternative title found,Movie,1,Toei Animation,2016,4.3
3280,Kuragehime,Princess Jellyfish,TV Series,11,Brain's Base,2010,4.3
9955,Violet Evergarden Special,No alternative title found,DVD Special,1,Kyoto Animation,2018,4.3
5900,JoJo's Bizarre Adventure: Stardust Crusaders,JoJo no Kimyou na Bouken: Stardust Crusaders,TV Series,24,David Production,2014,4.3
4862,From the New World,Shin Sekai Yori,TV Series,25,A-1 Pictures,2012,4.3
6655,Working!!!,Wagnaria!!3,TV Series,13,A-1 Pictures,2015,4.3
8829,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,No alternative title found,DVD Special,1,WHITE FOX,2015,4.3
2685,InuYasha: The Final Act,No alternative title found,TV Series,26,Sunrise,2009,4.3
6624,Junjou Romantica 3,No alternative title found,TV Series,12,Studio Deen,2015,4.3
3281,Bakuman.,No alternative title found,TV Series,25,J.C. Staff,2010,4.3
6725,Durarara!!x2 Ten,Durarara!! X2 The Second Arc,TV Series,12,Shuka,2015,4.3
238,Millennium Actress,No alternative title found,Movie,1,MADHOUSE,2001,4.3
5201,Initial D Fifth Stage,No alternative title found,TV Series,14,Synergy SP,2012,4.3
3473,Kimi ni Todoke 2nd Season,No alternative title found,TV Series,12,Production I.G,2011,4.3
3802,Kara no Kyoukai Movie 4: Garan no Dou,The Garden of Sinners Movie 4: The Hollow Shrine (garan-no-dou.),Movie,1,ufotable,2008,4.3
6265,My Teen Romantic Comedy SNAFU TOO!,Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku,TV Series,13,feel.,2015,4.3
7139,Drifters,No alternative title found,TV Series,12,Hoods Drifters Studio,2016,4.3
3809,Break Blade Movie 4: Sanka no Chi,Broken Blade: The Land of Calamity,Movie,1,Production I.G,2010,4.3
6149,Monthly Girls' Nozaki-kun,Gekkan Shoujo Nozaki-kun,TV Series,12,Doga Kobo,2014,4.3
2470,Bakemonogatari,No alternative title found,TV Series,15,Shaft,2009,4.3
3812,Major: Message,No alternative title found,OVA,1,Synergy SP,2010,4.3
9483,Hozuki's Coolheadedness 2nd Season: Part II,Hozuki no Reitetsu 2nd Season: Part II,TV Series,13,Studio Deen,2018,4.3
4019,Nurarihyon no Mago: Sennen Makyou,Nura: Rise of the Youkai Clan: Demon Capital,TV Series,24,Studio Deen,2011,4.3
6009,Magi: Sinbad no Bouken,Magi: Adventure of Sinbad,OVA,5,Lay-duce,2014,4.3
7587,Sound! Euphonium 2,Hibike! Euphonium 2,TV Series,13,Kyoto Animation,2016,4.3
6067,Gintama: Dai Hanseikai,No alternative title found,Other,1,Sunrise,2010,4.3
4311,Chihayafuru,No alternative title found,TV Series,25,MADHOUSE,2011,4.3
6429,Assassination Classroom TV,Ansatsu Kyoushitsu TV,TV Series,22,Lerche,2015,4.3
7529,Gintama: Jump Festa 2015,No alternative title found,Other,1,BN Pictures,2015,4.3
1130,Nana,No alternative title found,TV Series,47,MADHOUSE,2006,4.3
6141,Terror in Resonance,Zankyou no Terror,TV Series,11,Mappa,2014,4.3
5845,Sekai-ichi Hatsukoi: Yokozawa Takafumi no Baai,No alternative title found,Movie,1,Studio Deen,2014,4.3
6706,The Anthem of the Heart,Kokoro ga Sakebitagatterunda.,Movie,1,A-1 Pictures,2015,4.3
4460,Usagi Drop Specials,Bunny Drop Specials,DVD Special,4,Production I.G,2011,4.3
8265,Code Geass: Lelouch of the Rebellion Movie 1,No alternative title found,Movie,1,Sunrise,2017,4.3
1904,Evangelion: 1.0 You Are (Not) Alone,No alternative title found,Movie,1,Studio Khara,2007,4.3
2161,Legend of the Galactic Heroes: Overture to a New War,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Movie,1,No studio found,1993,4.3
7025,Hajime no Ippo: The Fighting! Special,Fighting Spirit Special,DVD Special,1,MADHOUSE,2003,4.3
4734,Puella Magi Madoka Magica the Movie Part 1: Beginnings,Mahou Shoujo Madoka Magica Movie 1: Hajimari no Monogatari,Movie,1,Shaft,2012,4.3
3756,Kaiji 2,Kaiji - Against All Rules,TV Series,26,MADHOUSE,2011,4.3
1084,Seirei no Moribito,Moribito: Guardian of the Spirit,TV Series,26,Production I.G,2007,4.3
2703,Fairy Tail,No alternative title found,TV Series,175,Satelight,2009,4.3
5257,Nekomonogatari (Black),No alternative title found,TV Series,4,Shaft,2012,4.3
5155,Kara no Kyoukai: Mirai Fukuin,The Garden of Sinners Movie 9: Recalled Out Summer,Movie,1,ufotable,2013,4.3
2328,xxxHOLiC Shunmuki,No alternative title found,OVA,2,Production I.G,2009,4.3
1517,Mobile Suit Gundam 00,No alternative title found,TV Series,25,Sunrise,2007,4.3
3634,The World God Only Knows II,Kami nomi zo Shiru Sekai II,TV Series,12,Manglobe,2011,4.3
8094,The Eccentric Family 2,Uchouten Kazoku 2,TV Series,12,P.A. Works,2017,4.3
8483,Laid-Back Camp,Yuru Camp,TV Series,12,C-Station,2018,4.3
3978,Saint Seiya: The Lost Canvas - Meiou Shinwa 2nd Chapter,No alternative title found,OVA,13,TMS Entertainment,2011,4.3
95,Kiki's Delivery Service,Majo no Takkyubin,Movie,1,Studio Ghibli,1989,4.3
5393,Silver Spoon,Gin no Saji,TV Series,11,A-1 Pictures,2013,4.3
2699,Kimi ni Todoke,No alternative title found,TV Series,25,Production I.G,2009,4.3
2909,Mobile Suit Gundam Unicorn,Kidou Senshi Gundam Unicorn,OVA,7,Sunrise,2010,4.3
8153,Free! Take Your Marks,No alternative title found,Movie,1,Kyoto Animation,2017,4.3
11221,Golden Kamuy 2nd Season,No alternative title found,TV Series,4,Geno Studio,2018,4.3
1498,School Rumble Ni Gakki,School Rumble: 2nd Semester,TV Series,26,Studio Comet,2006,4.3
2081,Detroit Metal City,No alternative title found,OVA,12,Studio 4°C,2008,4.3
3810,Break Blade Movie 5: Shisen no Hate,Broken Blade: The Gap Between Life and Death,Movie,1,Production I.G,2011,4.3
1258,Honey and Clover II,Hachimitsu to Clover II,TV Series,12,J.C. Staff,2006,4.3
805,Initial D Second Stage,No alternative title found,TV Series,13,Pastel,1999,4.3
5111,Magi: The Labyrinth of Magic,Magi,TV Series,25,A-1 Pictures,2012,4.3
3275,The Secret World of Arrietty,Karigurashi no Arrietty,Movie,1,Studio Ghibli,2010,4.3
463,Planetes,No alternative title found,TV Series,26,Sunrise,2003,4.3
8353,Food Wars!: Toutsuki Juukketsu,Shokugeki no Soma: Toutsuki Juukketsu,OVA,1,J.C. Staff,2017,4.3
7480,Noragami Aragoto OVA,No alternative title found,OVA,2,Bones,2015,4.3
8266,Code Geass: Lelouch of the Rebellion Movie 2,No alternative title found,Movie,1,Sunrise,2018,4.3
61,Berserk,No alternative title found,TV Series,25,OLM,1997,4.3
6787,My Love Story!!,Ore Monogatari!!,TV Series,24,MADHOUSE,2015,4.3
6873,GATE,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV Series,12,A-1 Pictures,2015,4.3
6658,Free! Eternal Summer Special,No alternative title found,DVD Special,1,Kyoto Animation,2015,4.3
2015,Ghost in the Shell: Stand Alone Complex - Individual Eleven,No alternative title found,Movie,1,Production I.G,2006,4.3
5786,Hanamonogatari,Hanamonogatari: Suruga Devil,TV Special Series,5,Shaft,2014,4.3
3808,Break Blade Movie 3: Kyoujin no Ato,Broken Blade: Scars from an Assassin's Blade,Movie,1,Production I.G,2010,4.3
5373,The Wind Rises,Kaze Tachinu,Movie,1,Studio Ghibli,2013,4.3
1951,Detective Conan Movie 8: Magician of the Silver Sky,Meitantei Conan Movie 8: Ginyoku no kijutsushi,Movie,1,TMS Entertainment,2004,4.3
1372,Mononoke,No alternative title found,TV Series,12,Toei Animation,2007,4.3
56,Rurouni Kenshin: Seisouhen,Samurai X: Reflection,OVA,2,Studio Deen,2001,4.3
5506,Little Busters! Refrain,No alternative title found,TV Series,13,J.C. Staff,2013,4.3
3800,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Part 1),The Garden of Sinners Movie 2: Murder Speculation Part A (...and nothing heart.),Movie,1,ufotable,2007,4.3
2574,Legend of the Galactic Heroes: Spiral Labyrinth,Ginga Eiyuu Densetsu: Rasen Meikyuu,OVA,28,Artland,1999,4.3
119,Ghost in the Shell,Koukaku Kidoutai,Movie,1,Production I.G,1995,4.3
2482,Tokyo Magnitude 8.0,No alternative title found,TV Series,11,Bones,2009,4.3
8273,Blood Blockade Battlefront & Beyond,Kekkai Sensen & Beyond,TV Series,12,Bones,2017,4.3
2359,Eden of the East,Higashi no Eden,TV Series,11,Production I.G,2009,4.3
7968,Little Witch Academia TV,No alternative title found,TV Series,25,Studio Trigger,2017,4.3
8302,"Night is Short, Walk On Girl",Yoru wa Mijikashi Aruke yo Otome,Movie,1,Science SARU,2017,4.3
8597,Hozuki's Coolheadedness 2nd Season,Hozuki no Reitetsu 2nd Season,TV Series,13,Studio Deen,2017,4.3
2252,Prince of Tennis: National Championship Final,Tennis no Ouji-sama: Zenkoku Taikai-hen Final,OVA,7,No studio found,2008,4.3
6543,One Piece: &quot;3D2Y&quot;,No alternative title found,TV Special Series,1,Toei Animation,2014,4.3
2688,Tentai Senshi Sunred 2,No alternative title found,TV Series,26,AIC A.S.T.A.,2009,4.3
1689,Master Keaton OVA,No alternative title found,OVA,15,MADHOUSE,1999,4.3
6646,Shirobako,No alternative title found,TV Series,24,P.A. Works,2014,4.3
86,Slayers Next,No alternative title found,TV Series,26,J.C. Staff,1996,4.3
9617,Grand Blue,Grand Blue Dreaming,TV Series,12,Zero-G,2018,4.3
5288,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,One Piece: Episode of Nami,TV Special Series,1,Toei Animation,2012,4.3
6124,Tokyo Ghoul,No alternative title found,TV Series,12,Studio Pierrot,2014,4.3
1872,Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,1,Artland,1988,4.3
5716,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,One Piece: Episode of Merry,TV Special Series,1,Toei Animation,2013,4.3
7496,One-Punch Man: Road to Hero,No alternative title found,OVA,1,MADHOUSE,2015,4.3
7533,Sword Art Online Movie: Ordinal Scale,No alternative title found,Movie,1,A-1 Pictures,2017,4.3
5520,Yowamushi Pedal,Yowapeda,TV Series,38,TMS Entertainment,2013,4.3
3013,"Clannad: Another World, Tomoyo Chapter",No alternative title found,DVD Special,1,Kyoto Animation,2008,4.3
7241,KonoSuba – God's blessing on this wonderful world!!,Kono Subarashii Sekai ni Shukufuku wo!,TV Series,10,Studio Deen,2016,4.3
7873,Kagerou Daze: In a Days,No alternative title found,Movie,1,Jumonji,2016,4.3
3089,Darker than Black: Kuro no Keiyakusha Gaiden,Darker than Black: Ryuusei no Gemini Specials,DVD Special,4,Bones,2010,4.3
1973,Detective Conan Movie 5: Countdown to Heaven,Meitantei Conan Movie 5: Tengoku no Countdown,Movie,1,TMS Entertainment,2001,4.3
5350,Kokoro Connect: Michi Random,No alternative title found,TV Special Series,4,SILVER LINK,2012,4.3
2393,Tsubasa Shunraiki,Tsubasa: Spring Thunder Chronicle,OVA,2,Production I.G,2009,4.3
7131,High ☆ Speed! - Free! Starting Days -,No alternative title found,Movie,1,Kyoto Animation,2015,4.3
4567,History's Strongest Disciple Kenichi OVA,No alternative title found,OVA,11,Brain's Base,2012,4.3
8903,Chuunibyou Demo Koi ga Shitai! Movie: Take On Me,"Love, Chunibyo & Other Delusions! Movie: Take On Me",Movie,1,Kyoto Animation,2018,4.3
2716,Gintama: Jump Festa 2005,No alternative title found,OVA,1,Sunrise,2005,4.3
6750,Is It Wrong to Try to Pick Up Girls in a Dungeon?,No alternative title found,TV Series,13,J.C. Staff,2015,4.3
6142,Space Dandy 2,No alternative title found,TV Series,13,Bones,2014,4.3
3054,Fullmetal Alchemist: Brotherhood Specials,No alternative title found,DVD Special,4,Bones,2009,4.3
7018,Snow White with the Red Hair,Akagami no Shirayuki-hime,TV Series,12,Bones,2015,4.3
1472,Detective Conan Movie 3: The Last Magician of the Century,No alternative title found,Movie,1,TMS Entertainment,1999,4.3
5431,Kuroko's Basketball: Tip Off,Kuroko no Basket: Tip Off,DVD Special,1,Production I.G,2013,4.3
9231,Natsume Yuujinchou Movie,Natsume's Book of Friends Movie,Movie,1,Shuka,2018,4.3
4043,Working'!!,Wagnaria!! 2,TV Series,13,A-1 Pictures,2011,4.3
10231,A Day Before Us 2,No alternative title found,Web,15,LICO,2018,4.3
7425,Haikyuu!!: Jump Festa 2015 Special,Haikyu!! VS Akaten,Other,1,Production I.G,2015,4.3
173,Yu Yu Hakusho,No alternative title found,TV Series,112,Studio Pierrot,1992,4.3
1256,Kanon (2006),No alternative title found,TV Series,24,Kyoto Animation,2006,4.3
2281,Kemono no Souja Erin,Erin,TV Series,50,Production I.G,2009,4.3
2975,Ookiku Furikabutte: Natsu no Taikai-hen,Big Windup! 2,TV Series,13,A-1 Pictures,2010,4.3
5615,Kamisama Kiss OVA,Kamisama Hajimemashita OVA,OVA,1,TMS Entertainment,2013,4.3
5483,Death Billiards,No alternative title found,Movie,1,MADHOUSE,2013,4.3
7883,Ajin 2nd Season,AJIN: Demi-Human 2nd Season,TV Series,13,Polygon Pictures,2016,4.3
3723,Sekai-ichi Hatsukoi TV,Sekai Ichi Hatsukoi: World's Greatest First Love,TV Series,12,Studio Deen,2011,4.3
5916,Psycho-Pass Movie,No alternative title found,Movie,1,Production I.G,2015,4.3
5268,The Devil is a Part-Timer!,Hataraku Maou-sama!,TV Series,13,WHITE FOX,2013,4.3
9199,Sword Art Online: Alicization,No alternative title found,TV Series,4,A-1 Pictures,2018,4.3
2748,Ghost in the Shell 2.0,Koukaku Kidoutai 2.0,Movie,1,Production I.G,2008,4.3
3807,Break Blade Movie 2: Ketsubetsu no Michi,Broken Blade: The Path of Separation,Movie,1,Production I.G,2010,4.3
2433,Tengen Toppa Gurren Lagann: Guren-Hen,Gurren Lagann Movie 1: Childhood's End,Movie,1,Gainax,2008,4.3
2990,K-On!!,No alternative title found,TV Series,26,Kyoto Animation,2010,4.3
2643,Spice and Wolf II OVA,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,1,Brain's Base,2009,4.3
3811,Break Blade Movie 6: Doukoku no Toride,Broken Blade: Fortress of Lamentation,Movie,1,Production I.G,2011,4.3
1917,Soul Eater,No alternative title found,TV Series,51,Bones,2008,4.3
4338,Berserk: Golden Age Arc I - The Egg of the King,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,1,Studio 4°C,2012,4.3
6966,The Labyrinth of Grisaia,Grisaia no Meikyuu,TV Special Series,1,8-Bit,2015,4.3
4622,Hyouka,No alternative title found,TV Series,22,Kyoto Animation,2012,4.3
4278,From Up On Poppy Hill,Kokuriko-Zaka Kara,Movie,1,Studio Ghibli,2011,4.3
2512,Major Movie: Yuujou no Winning Shot,Major Movie: Yuujou's Winning Shot,Movie,1,XEBEC,2008,4.3
6922,New Initial D Movie: Legend 2 - Tousou,New Theatrical Movie Initial D Legend 2: Racer,Movie,1,SANZIGEN,2015,4.3
9273,Banana Fish,No alternative title found,TV Series,16,Mappa,2018,4.3
1518,Kaiji,Kaiji - Ultimate Survivor,TV Series,26,MADHOUSE,2007,4.3
10105,Aggressive Retsuko (2018),Aggretsuko (2018),Web,10,Fanworks,2018,4.3
7307,Ushio and Tora TV (2016),No alternative title found,TV Series,13,Mappa,2016,4.3
6967,The Eden of Grisaia,Grisaia no Rakuen,TV Series,10,8-Bit,2015,4.3
982,The Melancholy of Haruhi Suzumiya,Suzumiya Haruhi no Yuutsu,TV Series,14,Kyoto Animation,2006,4.3
9137,Asagao to Kase-san. (2018),Kase-san and Morning Glories (2018),OVA,1,Zexcs,2018,4.3
3078,One Piece: Strong World - Episode 0,No alternative title found,OVA,1,Toei Animation,2010,4.3
3474,Gosick,No alternative title found,TV Series,24,Bones,2010,4.3
1099,Higurashi no Naku Koro ni,When They Cry - Higurashi,TV Series,26,Studio Deen,2006,4.3
7850,My Teen Romantic Comedy SNAFU TOO! OVA,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA,1,feel.,2016,4.3
6936,Seitokai Yakuindomo* OVA,No alternative title found,OVA,7,GoHands,2014,4.3
4693,Touhou Gensou Mangekyou: The Memories of Phantasm,No alternative title found,Other,11,No studio found,2011,4.3
1941,Detective Conan Movie 10: The Private Eyes' Requiem,Meitantei Conan Movie 10: Tantei-tachi no Requiem,Movie,1,TMS Entertainment,2006,4.3
1987,Romeo no Aoi Sora,Romeo and the Black Brothers,TV Series,33,Nippon Animation,1995,4.3
8994,Castlevania,No alternative title found,Web,4,Frederator Studios,2017,4.3
7628,Junjou Romantica OVA 2,No alternative title found,OVA,1,Studio Deen,2015,4.3
1087,Lovely Complex,No alternative title found,TV Series,24,Toei Animation,2007,4.3
4768,Jormungand,No alternative title found,TV Series,12,WHITE FOX,2012,4.3
3463,Durarara!! Specials,No alternative title found,DVD Special,2,Brain's Base,2010,4.3
6831,Detective Conan Movie 19: The Hellfire Sunflowers,No alternative title found,Movie,1,TMS Entertainment,2015,4.3
6453,Hozuki's Coolheadedness OVA,Hozuki no Reitetsu OVA,OVA,3,Wit Studio,2015,4.3
3722,Sekai-ichi Hatsukoi,No alternative title found,OVA,2,Studio Deen,2011,4.3
7658,One-Punch Man Specials,No alternative title found,DVD Special,6,MADHOUSE,2015,4.3
8255,Hozuki's Coolheadedness OVA 2,Hozuki no Reitetsu OVA 2,OVA,1,Studio Deen,2017,4.3
7417,Snow White with the Red Hair OVA,Akagami no Shirayuki-hime OVA,OVA,1,Bones,2016,4.3
8828,Classroom of the Elite,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV Series,12,Lerche,2017,4.3
7266,New Initial D Movie: Legend 3 - Mugen,New Theatrical Movie Initial D Legend 3: Dream,Movie,1,SANZIGEN,2016,4.3
2251,Prince of Tennis: National Championship Semifinal,Tennis no Ouji-sama: Zenkoku Taikai-hen Semifinal,OVA,6,No studio found,2007,4.3
7534,Alderamin on the Sky,Nejimaki Seirei Senki: Tenkyou no Alderamin,TV Series,13,MADHOUSE,2016,4.3
9936,Wu Geng Ji,No alternative title found,Web,30,No studio found,2016,4.3
261,Initial D,No alternative title found,TV Series,26,Gallop,1998,4.3
3693,Blue Exorcist,Ao no Exorcist,TV Series,25,A-1 Pictures,2011,4.3
8910,Miss Kobayashi's Dragon Maid: Valentines and Hot Springs! (Please Don't Get Your Hopes Up),"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",DVD Special,1,Kyoto Animation,2017,4.3
7741,Assassination Classroom: Extracurricular Lesson,Ansatsu Kyoushitsu: Kagaijugyou-hen,Web,8,Lerche,2016,4.3
5584,Ace of the Diamond,Diamond no Ace,TV Series,75,MADHOUSE,2013,4.3
1009,Aria the Natural,No alternative title found,TV Series,26,Hal Film Maker,2006,4.3
7336,Mobile Suit Gundam: Iron-Blooded Orphans,Gundam: Iron-Blooded Orphans,TV Series,25,Sunrise,2015,4.3
1081,Paprika,No alternative title found,Movie,1,MADHOUSE,2006,4.3
9125,One Piece: Episode of East Blue,One Piece Episode of East Blue: Luffy to 4-nin no Nakama no Daibouken,TV Special Series,1,Toei Animation,2017,4.3
5458,Hidamari Sketch: Sae Hiro Sotsugyou-hen,No alternative title found,Other,2,Shaft,2013,4.3
10036,Doupo Cangqiong 2nd Season,No alternative title found,Web,12,No studio found,2018,4.3
252,Mobile Suit Gundam 08th MS Team,Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA,12,Sunrise,1996,4.3
9004,The Seven Deadly Sins Movie: Prisoners of the Sky,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,Movie,1,A-1 Pictures,2018,4.3
5357,Sket Dance OVA,No alternative title found,OVA,1,Tatsunoko Production,2013,4.3
6484,Lupin III vs Detective Conan: The Movie,No alternative title found,Movie,1,TMS Entertainment,2013,4.3
3077,Break Blade Movie 1: Kakusei no Toki,Broken Blade: The Time of Awakening,Movie,1,Production I.G,2010,4.3
287,Slam Dunk,No alternative title found,TV Series,101,Toei Animation,1993,4.3
4900,Out of Sight,No alternative title found,Web,1,No studio found,2010,4.3
7858,Planetarian Movie: Hoshi no Hito,No alternative title found,Movie,1,David Production,2016,4.3
5022,Hana-Saku Iroha: Home Sweet Home,No alternative title found,Movie,1,P.A. Works,2013,4.3
1516,Saiunkoku Monogatari 2nd Series,The Story of Saiunkoku Second Series,TV Series,39,MADHOUSE,2007,4.3
9778,Yaoshenji 2nd Season,Tales of Demons and Gods,Web,40,No studio found,2018,4.3
6147,Log Horizon 2,No alternative title found,TV Series,25,Studio Deen,2014,4.2
810,Initial D Third Stage,No alternative title found,Movie,1,Studio Deen,2001,4.2
6768,Shouwa Genroku Rakugo Shinjuu OVA,No alternative title found,OVA,2,Studio Deen,2015,4.2
7010,Tamayura: Sotsugyou Shashin Movie 4 - Ashita,No alternative title found,Movie,1,TYO Animations,2016,4.2
1489,Detective Conan Movie 4: Captured In her Eyes,No alternative title found,Movie,1,TMS Entertainment,2000,4.2
2369,Phantom: Requiem for the Phantom,No alternative title found,TV Series,26,BEE TRAIN,2009,4.2
6874,Stand by Me Doraemon,No alternative title found,Movie,1,Shin-Ei Animation,2014,4.2
5206,Anohana: The Flower We Saw That Day Movie,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,1,A-1 Pictures,2013,4.2
769,Interstella 5555 - The 5tory of the 5ecret 5tar 5ystem,No alternative title found,Movie,1,Toei Animation,2003,4.2
3506,Wolf's Rain OVA,No alternative title found,OVA,4,Bones,2004,4.2
5775,Pokemon: The Origin,Pokemon Origins,TV Special Series,4,OLM,2013,4.2
1261,Prince of Tennis - National Championship,Tennis no Ouji-sama: Zenkoku Taikai hen,OVA,13,M.S.C.,2006,4.2
7346,Persona 3 The Movie 4: Winter of Rebirth,No alternative title found,Movie,1,A-1 Pictures,2016,4.2
6889,Seraph of the End: Battle in Nagoya,No alternative title found,TV Series,12,Wit Studio,2015,4.2
4342,Saiyuki Gaiden,No alternative title found,OVA,3,Anpro,2011,4.2
9747,Goblin Slayer,No alternative title found,TV Series,4,WHITE FOX,2018,4.2
3325,Aria the Origination Special,Aria the Origination: In That Secret Little Place...,DVD Special,1,Hal Film Maker,2008,4.2
9663,Asobi Asobase,Asobi Asobase - workshop of fun -,TV Series,12,Lerche,2018,4.2
4629,Detective Conan Movie 16: The Eleventh Striker,Meitantei Conan Movie 16: 11-ninme no Striker,Movie,1,TMS Entertainment,2012,4.2
8640,School Babysitters,Gakuen Babysitters,TV Series,12,Brain's Base,2018,4.2
1965,Kara no Kyoukai Movie 1: Fukan Fuukei,The Garden of Sinners Movie 1: Overlooking View (Thanatos.),Movie,1,ufotable,2007,4.2
7215,Digimon Adventure Tri. Movie 3: Confession,Digimon Adventure Tri. Movie 3: Kokuhaku,Movie,1,Toei Animation,2016,4.2
8067,Interviews with Monster Girls,No alternative title found,TV Series,12,A-1 Pictures,2017,4.2
5888,Baby Steps,No alternative title found,TV Series,25,Studio Pierrot,2014,4.2
