id,title,alt_title,type,num_of_ep,studio,year,rating
5603,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Natsume's Book of Friends: Nyanko-sensei & The First Errand,OVA,1,Brain's Base,2013,4.2
5733,New Initial D Movie: Legend 1 - Kakusei,New Theatrical Movie Initial D Legend 1: Awakening,Movie,1,SANZIGEN,2014,4.2
9051,Recovery of an MMO Junkie,Netojuu no Susume,TV Series,10,Signal.MD,2017,4.2
5951,Tamako Love Story,No alternative title found,Movie,1,Kyoto Animation,2014,4.2
8275,Detective Conan Movie 21: Kara Kurenai no Love Letter,Meitantei Conan Movie 21: Kara Kurenai no Love Letter,Movie,1,TMS Entertainment,2017,4.2
7912,Drifters: Special Edition,No alternative title found,OVA,1,Hoods Drifters Studio,2016,4.2
7050,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Durarara!!x2 Shou Episode 4.5,Other,1,Shuka,2015,4.2
4472,Sword Art Online,No alternative title found,TV Series,25,A-1 Pictures,2012,4.2
5587,Kill La Kill,No alternative title found,TV Series,24,Studio Trigger,2013,4.2
5846,Sekai-ichi Hatsukoi ~Valentine-hen~,No alternative title found,Movie,1,Studio Deen,2014,4.2
6054,The Disappearance of Conan Edogawa: The Worst Two Days in History,Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,TV Special Series,1,TMS Entertainment,2014,4.2
5153,My Teen Romantic Comedy SNAFU,Yahari Ore no Seishun Love Come wa Machigatteiru.,TV Series,13,Brain's Base,2013,4.2
3393,Hikaru no Go: Journey to the North Star Cup,No alternative title found,TV Special Series,1,Studio Pierrot,2004,4.2
981,GaoGaiGar Final,No alternative title found,OVA,8,Sunrise,2000,4.2
8853,Yuri!!! on Ice: Welcome to The Madness,No alternative title found,DVD Special,1,Mappa,2017,4.2
9746,Kishibe Rohan wa Ugokanai: Mutsukabezaka,Thus Spoke Kishibe Rohan: Mutsukabezaka,OVA,1,David Production,2018,4.2
2905,Magical Girl Lyrical Nanoha The MOVIE 1st,No alternative title found,Movie,1,Seven Arcs,2010,4.2
1317,XXXHOLiC the Movie: A Midsummer Night's Dream,No alternative title found,Movie,1,Production I.G,2005,4.2
7092,Yuru Yuri San☆Hai!,No alternative title found,TV Series,12,TYO Animations,2015,4.2
1906,Junjou Romantica,No alternative title found,TV Series,12,Studio Deen,2008,4.2
270,The Cat Returns,Neko no Ongaeshi,Movie,1,Studio Ghibli,2002,4.2
5000,Blast of Tempest,Zetsuen no Tempest: The Civilization Blaster,TV Series,24,Bones,2012,4.2
8064,Girls und Panzer: Saishuushou,Girls und Panzer das Finale,Movie,1,Actas,2017,4.2
8966,Girls' Last Tour,Shoujo Shuumatsu Ryokou,TV Series,12,WHITE FOX,2017,4.2
457,Lupin III: Castle Of Cagliostro,Castle Of Cagliostro,Movie,1,TMS Entertainment,1979,4.2
1875,Macross Frontier,No alternative title found,TV Series,25,Satelight,2007,4.2
2632,Saint Seiya: The Lost Canvas - Meiou Shinwa,No alternative title found,OVA,13,TMS Entertainment,2009,4.2
3052,Hellsing Ultimate: Digest for Freaks,No alternative title found,TV Special Series,1,MADHOUSE,2006,4.2
8235,Mobile Suit Gundam: Thunderbolt - December Sky,Kidou Senshi Gundam: Thunderbolt - December Sky,Movie,1,Sunrise,2016,4.2
3014,"Clannad: Another World, Kyou Chapter",No alternative title found,DVD Special,1,Kyoto Animation,2009,4.2
3977,Future Diary,Mirai Nikki,TV Series,26,asread,2011,4.2
3856,Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem,No alternative title found,OVA,1,Sunrise,2009,4.2
100,Neon Genesis Evangelion,No alternative title found,TV Series,26,Gainax,1995,4.2
6882,Charlotte,No alternative title found,TV Series,13,P.A. Works,2015,4.2
7345,One Piece: Episode of Sabo,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,TV Special Series,1,Toei Animation,2015,4.2
1063,Magical Girl Lyrical Nanoha A's,No alternative title found,TV Series,13,Seven Arcs,2005,4.2
8536,New Game!!,No alternative title found,TV Series,12,Doga Kobo,2017,4.2
1561,Kino's Journey: Life Goes On,No alternative title found,Movie,1,A.C.G.T.,2005,4.2
3730,Hana-Saku Iroha,No alternative title found,TV Series,26,P.A. Works,2011,4.2
1321,Kateikyoushi Hitman Reborn!,Reborn!,TV Series,203,Artland,2006,4.2
1131,Naruto Shippuden,No alternative title found,TV Series,500,Studio Pierrot,2007,4.2
3622,Baka and Test - Summon the Beasts 2,Baka to Test to Shoukanjuu Ni!,TV Series,13,SILVER LINK,2011,4.2
101,Neon Genesis Evangelion - The End of Evangelion,No alternative title found,Movie,1,Gainax,1997,4.2
6445,Knights of Sidonia: Battle for Planet Nine,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV Series,12,Polygon Pictures,2015,4.2
1576,Mobile Suit Gundam Wing: Endless Waltz Movie,Gundam Wing: Endless Waltz Movie,Movie,1,Sunrise,1998,4.2
206,Slayers Try,The Slayers Try,TV Series,26,J.C. Staff,1997,4.2
7122,Yona of the Dawn OVA,No alternative title found,OVA,1,Studio Pierrot,2015,4.2
2157,Aria the OVA: Arietta,No alternative title found,OVA,1,Hal Film Maker,2007,4.2
7828,Bungou Stray Dogs: Walking Alone,Bungou Stray Dogs: Hitori Ayumu,OVA,1,Bones,2017,4.2
5481,Little Witch Academia,No alternative title found,Movie,1,Studio Trigger,2013,4.2
6505,The Last: Naruto the Movie,No alternative title found,Movie,1,Studio Pierrot,2014,4.2
8123,Overlord: Fushisha no Ou,No alternative title found,Movie,1,MADHOUSE,2017,4.2
6118,Dragon Ball Z Kai: The Final Chapters,Dragon Ball Kai (2014),TV Series,61,Toei Animation,2014,4.2
6465,Kuroko's Basketball: Let's Do That Again,Kuroko no Basket: Mou Ikkai Yarimasen ka,DVD Special,1,Production I.G,2014,4.2
1910,Kaiba,No alternative title found,TV Series,12,MADHOUSE,2008,4.2
3070,Nodame Cantabile: Finale Special,No alternative title found,DVD Special,1,J.C. Staff,2010,4.2
7614,Tanaka-kun is Always Listless,Tanaka-kun wa Itsumo Kedaruge,TV Series,12,SILVER LINK,2016,4.2
7656,D.Gray-man Hallow,No alternative title found,TV Series,13,TMS Entertainment,2016,4.2
955,Final Fantasy VII: Advent Children,No alternative title found,Movie,1,Square Enix,2005,4.2
8144,Big Fish & Begonia,Da Yu Hai Tang,Movie,1,B&T Studio,2016,4.2
6475,Love Live! The School Idol Movie,No alternative title found,Movie,1,Sunrise,2015,4.2
7971,Blue Exorcist: Kyoto Saga,Ao no Exorcist: Kyoto Fujouou-hen,TV Series,12,A-1 Pictures,2017,4.2
4206,Toshokan Sensou: Kakumei no Tsubasa,Library War: The Wings of Revolution,Movie,1,Production I.G,2012,4.2
9654,Cells at Work!,Hataraku Saibou,TV Series,13,David Production,2018,4.2
6719,Monthly Girls' Nozaki-kun Specials,Gekkan Shoujo Nozaki-kun Specials,DVD Special,6,Doga Kobo,2014,4.2
10499,JoJo's Bizarre Adventure: Phantom Blood,JoJo no Kimyou na Bouken: Phantom Blood,Movie,1,Studio A.P.P.P.,2007,4.2
3804,Kara no Kyoukai Movie 6: Boukyaku Rokuon,The Garden of Sinners Movie 6: Oblivion Recording (Fairy Tale.),Movie,1,ufotable,2008,4.2
1107,Glass Mask (2005),No alternative title found,TV Series,51,TMS Entertainment,2005,4.2
6746,Your lie in April: Moments,Shigatsu wa Kimi no Uso: Moments,OVA,1,A-1 Pictures,2015,4.2
8293,Seitokai Yakuindomo Movie,No alternative title found,Movie,1,GoHands,2017,4.2
5334,Nagi no Asukara,A Lull in the Sea,TV Series,26,P.A. Works,2013,4.2
171,Haré+Guu DELUXE,Jungle Wa Itsumo Hale Nochi Guu Deluxe,OVA,6,Shin-Ei Animation,2002,4.2
3971,Seitokai Yakuindomo OVA,No alternative title found,OVA,8,GoHands,2011,4.2
1207,D.Gray-man,D. Gray Man,TV Series,103,TMS Entertainment,2006,4.2
7550,Arslan Senki: Fuujin Ranbu,The Heroic Legend of Arslan: Dust Storm Dance,TV Series,8,LIDEN FILMS,2016,4.2
6950,Aria the Avvenire,No alternative title found,OVA,3,TYO Animations,2015,4.2
5712,Little Witch Academia: The Enchanted Parade,Little Witch Academia: Mahou Shikake no Parade,OVA,1,Studio Trigger,2015,4.2
9770,Penguin Highway,No alternative title found,Movie,1,Studio Colorido,2018,4.2
4710,Tiger & Bunny The Movie: The Rising,No alternative title found,Movie,1,Sunrise,2014,4.2
291,Silver Fang,Ginga: Nagareboshi Gin,TV Series,21,Toei Animation,1986,4.2
5570,Nurarihyon no Mago (2012),No alternative title found,OVA,2,Studio Deen,2012,4.2
64,Outlaw Star,No alternative title found,TV Series,26,Sunrise,1998,4.2
1167,Denno Coil,No alternative title found,TV Series,26,MADHOUSE,2007,4.2
1595,Full Metal Panic! The Second Raid OVA,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,OVA,1,Kyoto Animation,2006,4.2
105,Full Metal Panic!,No alternative title found,TV Series,24,GONZO,2002,4.2
1200,Ghost Hunt,No alternative title found,TV Series,25,J.C. Staff,2006,4.2
3713,Tiger & Bunny,No alternative title found,TV Series,25,Sunrise,2011,4.2
8260,Overlord: Shikkoku no Senshi,No alternative title found,Movie,1,MADHOUSE,2017,4.2
1145,Victorian Romance Emma: Second Act,Emma Second Act,TV Series,12,Ajia-do,2007,4.2
3698,Shiki Specials,No alternative title found,DVD Special,2,Daume,2011,4.2
9937,Wu Geng Ji 2nd Season,No alternative title found,Web,40,No studio found,2017,4.2
2166,Lucky Star OVA,No alternative title found,OVA,1,Kyoto Animation,2008,4.2
8148,Madangeul Naon Amtak,"Daisy, A Hen into the Wild",Movie,1,No studio found,2011,4.2
1939,Detective Conan Movie 1: The Time Bombed Skyscraper,No alternative title found,Movie,1,TMS Entertainment,1997,4.2
5175,The World God Only Knows: Tenri Arc,Kami nomi zo Shiru Sekai: Tenri-hen,OVA,2,Manglobe,2012,4.2
1556,ef - a tale of memories,No alternative title found,TV Series,12,Shaft,2007,4.2
1493,Saint Seiya: The Hades Chapter - Sanctuary,Knights of the Zodiac: The Hades Chapter - Sanctuary,OVA,13,Toei Animation,2002,4.2
2197,Detective Conan Movie 12: Full Score of Fear,Meitantei Conan Movie 12: Senritsu no Gakufu,Movie,1,No studio found,2008,4.2
9366,Detective Conan Movie 22: Zero no Shikkounin,Detective Conan Movie 22: Zero's Executioner,Movie,1,TMS Entertainment,2018,4.2
4892,There She Is!!,No alternative title found,Web,5,No studio found,2003,4.2
1940,Detective Conan Movie 2: The Fourteenth Target,No alternative title found,Movie,1,TMS Entertainment,1998,4.2
6084,Giovanni's Island,Giovanni no Shima,Movie,1,Production I.G,2014,4.2
3290,A Certain Magical Index II,Toaru Majutsu no Index II,TV Series,24,J.C. Staff,2010,4.2
5156,Chuunibyou Demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions!",TV Series,12,Kyoto Animation,2012,4.2
6154,Date a Live: Encore OVA,No alternative title found,OVA,1,Production IMS,2014,4.2
3088,Magic Kaito,Kid The Phantom Thief,TV Special Series,12,TMS Entertainment,2010,4.2
2123,Black Butler,Kuroshitsuji,TV Series,24,A-1 Pictures,2008,4.2
4688,Kimi to Boku. 2,You and Me. 2,TV Series,13,J.C. Staff,2012,4.2
6000,Blue Spring Ride,Ao Haru Ride,TV Series,12,Production I.G,2014,4.2
4531,Towa no Quon 6: Towa no Quon,No alternative title found,Movie,1,Bones,2011,4.2
5768,Hakuouki Movie 1: Kyoto Ranbu,Hakuoki Movie 1: Wild Dance of Kyoto,Movie,1,Studio Deen,2013,4.2
5106,Daily Lives of High School Boys Specials,Danshi Koukousei no Nichijou Specials,DVD Special,6,Sunrise,2012,4.2
9076,Attack on Titan: Lost Girls,Shingeki no Kyojin: Lost Girls,OVA,3,Wit Studio,2017,4.2
7794,91 Days,No alternative title found,TV Series,12,Shuka,2016,4.2
2204,Ashita no Joe 2,No alternative title found,TV Series,47,TMS Entertainment,1980,4.2
208,Perfect Blue,No alternative title found,Movie,1,MADHOUSE,1997,4.2
8681,Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,Cardcaptor Sakura: Clear Card-hen - Prologue Sakura to Futatsu no Kuma,OVA,1,MADHOUSE,2017,4.2
5015,Kokoro Connect,No alternative title found,TV Series,13,SILVER LINK,2012,4.2
1266,Cardcaptor Sakura: The Movie 2: The Sealed Card,No alternative title found,Movie,1,MADHOUSE,2000,4.2
6762,Lupin III: Part IV,Lupin Sansei: L`avventura Italiana,TV Series,24,Telecom Animation Film,2015,4.2
4529,Towa no Quon 4: Guren no Shoushin,No alternative title found,Movie,1,Bones,2011,4.2
1669,Ookiku Furikabutte,Big Windup!,TV Series,25,A-1 Pictures,2007,4.2
2143,ef - a tale of melodies,No alternative title found,TV Series,12,Shaft,2008,4.2
5345,Detective Conan Movie 17: Zekkai no Private Eye,Meitantei Conan Movie 17: Zekkai no Private Eye,Movie,1,TMS Entertainment,2013,4.2
8501,Tsukigakirei,No alternative title found,TV Series,12,feel.,2017,4.2
3686,Macross Frontier: Sayonara no Tsubasa,No alternative title found,Movie,1,Satelight,2011,4.2
2683,A Certain Scientific Railgun,Toaru Kagaku no Railgun,TV Series,24,J.C. Staff,2009,4.2
3287,The World God Only Knows,Kami nomi zo Shiru Sekai,TV Series,12,Manglobe,2010,4.2
3377,Hidamari Sketch x Hoshimittsu Specials,Hidamari Sketch × ☆☆☆ Specials,OVA,2,Shaft,2010,4.2
594,Flanders no Inu Movie,The Dog of Flanders Movie,Movie,1,TMS Entertainment,1997,4.2
223,Vampire Hunter D: Bloodlust,No alternative title found,Movie,1,MADHOUSE,2000,4.2
1013,Eureka Seven,No alternative title found,TV Series,50,Bones,2005,4.2
3018,Hidamari Sketch x 365 EX,No alternative title found,DVD Special,1,Shaft,2009,4.2
3520,Colorful (2010),No alternative title found,Movie,1,Sunrise,2010,4.2
2890,Eden of The East Movie I: The King of Eden,Higashi no Eden - Movie I: The King of Eden,Movie,1,Production I.G,2009,4.2
1694,Zoku Sayonara Zetsubou Sensei,Sayonara Zetsubou Sensei 2,TV Series,13,Shaft,2008,4.2
324,The Rose of Versailles,Versailles no Bara,TV Series,40,TMS Entertainment,1979,4.2
5185,"Problem Children Are Coming From Another World, Aren't They?",Mondai-Ji-tachi ga Isekai Kara Kuru Sou Desu yo?,TV Series,10,diomedea,2013,4.2
2107,Ponyo on the Cliff by the Sea,Gake no Ue no Ponyo,Movie,1,Studio Ghibli,2008,4.2
3787,Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion,No alternative title found,OVA,1,No studio found,2008,4.2
5261,Saint Young Men Movie,No alternative title found,Movie,1,A-1 Pictures,2013,4.2
6542,Haikyuu!!: Jump Festa 2014 Special,Haikyuu!! Lev Kenzan!,Other,1,Production I.G,2014,4.2
8380,Ultra B,No alternative title found,TV Series,119,Shin-Ei Animation,1987,4.2
4476,Blue Exorcist Movie,Ao no Exorcist Movie,Movie,1,A-1 Pictures,2012,4.2
6210,Space Battleship Yamato 2199: Hoshi-Meguru Hakobune,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,1,XEBEC,2014,4.2
5435,Ghost in the Shell: Arise,Koukaku Kidoutai Arise: Ghost in the Shell,Other,4,Production I.G,2013,4.2
2891,Eden of The East Movie II: Paradise Lost,Higashi no Eden - Movie II: Paradise Lost,Movie,1,Production I.G,2010,4.2
10085,Transformers: The Movie,No alternative title found,Movie,1,Toei Animation,1986,4.2
2475,Zan Sayonara Zetsubou Sensei,No alternative title found,TV Series,13,Shaft,2009,4.2
7713,Poco's Udon World,Udon no Kuni no Kiniro Kemari,TV Series,12,LIDEN FILMS,2016,4.2
1575,Mobile Suit Gundam Wing: Endless Waltz,Gundam Wing: Endless Waltz,OVA,3,Sunrise,1997,4.2
8105,Danganronpa 3 -The End of Hope's Peak Academy-  Hope Arc,Danganronpa 3: The End of Kibougamine Gakuen: Kibou-hen,TV Special Series,1,Lerche,2016,4.2
9727,Idolish 7: Vibrato,No alternative title found,Web,1,TROYCA,2018,4.2
6205,Lupin III: Jigen's Gravestone,Lupin III: Jigen Daisuke no Bohyou,Movie,1,Telecom Animation Film,2014,4.2
6883,Boruto: Naruto the Movie,No alternative title found,Movie,1,Studio Pierrot,2015,4.2
5365,K: Missing Kings,No alternative title found,Movie,1,GoHands,2014,4.2
6032,Free! Eternal Summer,No alternative title found,TV Series,13,Kyoto Animation,2014,4.2
5222,High School DxD NEW,No alternative title found,TV Series,12,TNK,2013,4.2
693,Elfen Lied,No alternative title found,TV Series,13,ARMS,2004,4.2
1074,Claymore,No alternative title found,TV Series,26,MADHOUSE,2007,4.2
4115,Kara no Kyoukai Remix: Gate of Seventh Heaven,No alternative title found,Movie,1,ufotable,2009,4.2
1513,Genshiken 2,No alternative title found,TV Series,12,Palm Studio,2007,4.2
234,Porco Rosso,Kurenai no Buta,Movie,1,Studio Ghibli,1992,4.2
9303,Attack on Titan Movie 3: The Roar of Awakening,Shingeki no Kyojin Movie 3: Kakusei no Houkou,Movie,1,Wit Studio,2018,4.2
5654,Love Live! School Idol Project 2,No alternative title found,TV Series,13,Sunrise,2014,4.2
7754,Monsuno 3rd Season,No alternative title found,Web,13,No studio found,2014,4.2
48,Haibane Renmei,No alternative title found,TV Series,13,Radix,2002,4.2
1069,Saiunkoku Monogatari,The Story of Saiunkoku,TV Series,39,MADHOUSE,2006,4.2
7230,Fairy Tail Movie 2: Dragon Cry,No alternative title found,Movie,1,A-1 Pictures,2017,4.2
4630,The Tibetan Dog,Tibet Inu Monogatari,Movie,1,MADHOUSE,2011,4.2
5830,Noragami OVA,No alternative title found,OVA,2,Bones,2014,4.2
140,Dragon Ball Z,No alternative title found,TV Series,291,Toei Animation,1989,4.2
5454,Non Non Biyori,No alternative title found,TV Series,12,SILVER LINK,2013,4.2
7214,Digimon Adventure Tri. Movie 2: Determination,Digimon Adventure Tri. Movie 2: Ketsui,Movie,1,Toei Animation,2016,4.2
2365,Hayate the Combat Butler!!,No alternative title found,TV Series,25,J.C. Staff,2009,4.2
4435,Hybrid Child,No alternative title found,OVA,4,Studio Deen,2014,4.2
2726,Tales of Vesperia ~The First Strike~,No alternative title found,Movie,1,Production I.G,2009,4.2
2274,Maria-sama ga Miteru 4th,Maria Watches Over Us 4th,TV Series,13,Studio Deen,2009,4.2
5769,Hakuouki Movie 2: Shikon Soukyuu,Hakuoki Movie 2: Warrior Spirit of the Blue Sky,Movie,1,Studio Deen,2014,4.2
3122,Detective Conan OVA 10: Kid in Trap Island,No alternative title found,OVA,1,No studio found,2010,4.2
2548,My Bride Is a Mermaid OVA,Seto no Hanayome OVA,OVA,2,AIC,2008,4.2
6025,Akame ga Kill!,No alternative title found,TV Series,24,WHITE FOX,2014,4.2
6004,The New Prince of Tennis OVA vs. Genius 10,The Prince of Tennis II OVA vs. Genius 10,OVA,10,Production I.G,2014,4.2
6740,Sound! Euphonium,Hibike! Euphonium,TV Series,13,Kyoto Animation,2015,4.2
7115,The Seven Deadly Sins OVA,No alternative title found,OVA,2,A-1 Pictures,2015,4.2
5852,Seitokai Yakuindomo*,No alternative title found,TV Series,13,GoHands,2014,4.2
115,Banner of the Stars II,Seikai no Senki II,TV Series,10,Sunrise,2001,4.2
249,Hikaru no Go,No alternative title found,TV Series,75,Studio Pierrot,2001,4.2
4417,Another,No alternative title found,TV Series,12,P.A. Works,2012,4.2
2713,Detective Conan OVA 9: The Stranger of 10 Years,Meitantei Conan OVA 9: 10 Nengo no Stranger,OVA,1,No studio found,2009,4.2
168,Golden Boy,No alternative title found,OVA,6,Production I.G,1995,4.2
4454,Hidamari Sketch x Honeycomb,No alternative title found,TV Series,12,Shaft,2012,4.2
2194,Goku Sayonara Zetsubou Sensei,No alternative title found,OVA,3,Shaft,2008,4.2
501,Hanada Shonen-shi,No alternative title found,TV Series,25,MADHOUSE,2002,4.2
888,Gankutsuou: The Count of Monte Cristo,No alternative title found,TV Series,24,GONZO,2004,4.2
8621,Free! Timeless Medley: Yakusoku,No alternative title found,Movie,1,Kyoto Animation,2017,4.2
3220,Tenchi Muyo! Ryo-Ohki 2,No alternative title found,OVA,6,AIC,1994,4.2
1553,Shakugan no Shana II,No alternative title found,TV Series,24,J.C. Staff,2007,4.2
8154,Fate/Kaleid Liner Prisma Illya Movie: Sekka no Chikai,No alternative title found,Movie,1,SILVER LINK,2017,4.2
1609,Kino's Journey: Byouki no Kuni -For You-,No alternative title found,Movie,1,Shaft,2007,4.2
6818,Yamada-kun and the Seven Witches,Yamada-kun to 7-nin no Majo,TV Series,12,LIDEN FILMS,2015,4.2
3136,Shiki,No alternative title found,TV Series,22,Daume,2010,4.2
5963,Persona 3 The Movie 2: Midsummer Knight's Dream,No alternative title found,Movie,1,A-1 Pictures,2014,4.2
7827,Star Blazers: Space Battleship Yamato 2202,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,18,XEBEC,2017,4.2
5926,The Kawai Complex Guide to Manors and Hostel Behavior,Bokura wa Minna Kawaisou,TV Series,12,Brain's Base,2014,4.2
1366,Super Dimensional Fortress Macross,No alternative title found,TV Series,36,Artland,1982,4.2
7692,Non Non Biyori Repeat OVA,No alternative title found,OVA,1,SILVER LINK,2016,4.2
7748,Food Wars! Shokugeki no Souma OVA,Shokugeki no Souma OVA,OVA,1,J.C. Staff,2016,4.2
4530,Towa no Quon 5: Souzetsu no Raifuku,No alternative title found,Movie,1,Bones,2011,4.2
8535,Tsuredure Children,No alternative title found,TV Series,12,Studio Gokumi,2017,4.2
5035,Junjou Romantica OVA,No alternative title found,OVA,1,Studio Deen,2012,4.2
529,Future Boy Conan,Mirai Shounen Conan,TV Series,26,Nippon Animation,1978,4.2
8959,Interviews with Monster Girls: The Demi-chans' Summer Break,Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,DVD Special,1,A-1 Pictures,2017,4.2
7818,Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-,Kuroko no Basket Movie 3: Winter Cup Soushuuhen -Tobira no Mukou-,Movie,1,Production I.G,2016,4.2
6790,Arslan Senki,The Heroic Legend of Arslan,TV Series,25,SANZIGEN,2015,4.2
8295,Days 2nd Season,No alternative title found,OVA,3,Mappa,2018,4.2
5755,Kuroko's Basketball OVA,Kuroko no Basket: Baka ja Kattenai no yo!,OVA,1,Production I.G,2013,4.2
5171,Minami-ke Tadaima,No alternative title found,TV Series,13,feel.,2013,4.2
7555,Grimgar of Fantasy and Ash,Hai to Gensou no Grimgar,TV Series,12,A-1 Pictures,2016,4.2
6129,Yuru Yuri Nachu Yachumi!,No alternative title found,OVA,1,TYO Animations,2014,4.2
7575,Full Metal Panic! Invisible Victory,No alternative title found,TV Series,12,XEBEC,2018,4.2
1507,Detective Conan Movie 9: Strategy Above the Depths,No alternative title found,Movie,1,TMS Entertainment,2005,4.2
3056,Saiyuki Reload: Urasai,Gensou Maden Saiyuki Reload: Urasai,DVD Special,24,Studio Pierrot,2003,4.2
988,Kyou Kara Ore Wa!!,No alternative title found,OVA,10,Studio Pierrot,1992,4.2
7128,Yowamushi Pedal The Movie,No alternative title found,Movie,1,TMS Entertainment,2015,4.2
4928,Good Luck Girl!,Binbougami ga!,TV Series,13,Sunrise,2012,4.2
3291,Heaven's Lost Property: Forte,Sora no Otoshimono: Forte,TV Series,12,AIC A.S.T.A.,2010,4.2
4936,Naruto Shippuden Movie 6: Road to Ninja,No alternative title found,Movie,1,Studio Pierrot,2012,4.2
7415,Bungou Stray Dogs,No alternative title found,TV Series,12,Bones,2016,4.2
3799,Carnival Phantasm,No alternative title found,OVA,12,Lerche,2011,4.2
2977,Working!!,Wagnaria!!,TV Series,13,A-1 Pictures,2010,4.2
7542,Yowamushi Pedal: New Generation,No alternative title found,TV Series,25,TMS Entertainment,2017,4.2
4685,Tasogare Otome x Amnesia,Dusk Maiden of Amnesia,TV Series,12,SILVER LINK,2012,4.2
5028,My Little Monster,Tonari no Kaibutsu-kun,TV Series,13,Brain's Base,2012,4.2
7832,Kingsglaive: Final Fantasy XV,No alternative title found,Movie,1,No studio found,2016,4.2
102,Last Exile,No alternative title found,TV Series,26,GONZO,2003,4.2
3430,Recollections of a Certain Pilot,No alternative title found,Movie,1,MADHOUSE,2011,4.2
2765,Zan Sayonara Zetsubou Sensei Bangaichi,No alternative title found,OVA,2,Shaft,2009,4.2
1227,Fullmetal Alchemist The Movie: Conqueror of Shamballa,Hagane no Renkinjutsushi Movie: Shanbara wo Yuku Mono,Movie,1,Bones,2005,4.2
1950,Detective Conan Movie 7: Crossroad in the Ancient Capital,Meitantei Conan Movie 7: Meikyuu no Crossroad,Movie,1,TMS Entertainment,2003,4.2
8232,Ace of the Diamond: Second Season OVA,Diamond no Ace: Second Season OVA,OVA,2,MADHOUSE,2016,4.2
9835,IRODUKU : The World in Colors,Iroduku Sekai no Ashita kara,TV Series,4,P.A. Works,2018,4.1
2759,Hidamari Sketch x Hoshimittsu,Hidamari Sketch × ☆☆☆,TV Series,12,Shaft,2010,4.1
8242,Shuangsheng Lingtan,Twin Spirit Detectives,Web,20,G.CMay Animation & Film,2016,4.1
1254,XXXHOLiC,No alternative title found,TV Series,24,Production I.G,2006,4.1
9390,Drifters Specials,No alternative title found,DVD Special,2,Hoods Drifters Studio,2017,4.1
20,Irresponsible Captain Tylor,Musekinin Kanchou Tylor,TV Series,26,Tatsunoko Production,1993,4.1
3023,K-On! Live House!,No alternative title found,DVD Special,1,Kyoto Animation,2010,4.1
2392,Lupin III Special 21: Lupin III vs Detective Conan,Lupin III vs Detective Conan: The Special,TV Special Series,1,Tokyo Movie,2009,4.1
8307,Inuyashiki,Inuyashiki: Last Hero,TV Series,11,Mappa,2017,4.1
8620,Free! Timeless Medley: Kizuna,No alternative title found,Movie,1,Kyoto Animation,2017,4.1
1519,School Rumble: Extra Class,School Rumble: Ichi Gakki Hoshuu,OVA,2,Studio Comet,2005,4.1
6970,Haikyuu!! Movie 1: Owari to Hajimari,No alternative title found,Movie,1,Production I.G,2015,4.1
6010,The World is Still Beautiful,Soredemo Sekai wa Utsukushii,TV Series,12,Studio Pierrot,2014,4.1
2749,Denpa Teki na Kanojo,No alternative title found,OVA,2,Brain's Base,2009,4.1
1893,Kyo Kara Maoh! 3rd Series,No alternative title found,TV Series,39,Studio Deen,2008,4.1
7511,To Love Ru: Darkness 2nd Specials,No alternative title found,TV Special Series,2,XEBEC,2015,4.1
7566,Nintama Rantarou: Dokutake Onsen no Dan,No alternative title found,TV Special Series,1,Ajia-do,2007,4.1
8517,Gabriel Dropout Specials,No alternative title found,DVD Special,2,Doga Kobo,2017,4.1
5203,Persona 3 The Movie 1: Spring of Birth,No alternative title found,Movie,1,AIC A.S.T.A.,2013,4.1
2981,Fate/stay night: Unlimited Blade Works Movie,Gekijouban Fate/stay night: Unlimited Blade Works,Movie,1,Studio Deen,2010,4.1
6447,The Kawai Complex Guide to Manors and Hostel Behavior: First Time,Bokura wa Minna Kawaisou: Hajimete no,DVD Special,1,Brain's Base,2014,4.1
7727,Orange,No alternative title found,TV Series,13,Telecom Animation Film,2016,4.1
7931,Cardcaptor Sakura: Clear Card-hen,Cardcaptor Sakura: Clear Card,TV Series,22,MADHOUSE,2018,4.1
2992,Hetalia: World Series,No alternative title found,Web,48,Studio Deen,2010,4.1
5957,Kill La Kill Special,No alternative title found,DVD Special,1,Studio Trigger,2014,4.1
2366,K-On!,No alternative title found,TV Series,13,Kyoto Animation,2009,4.1
1352,Hell Girl: Two Mirrors,Jigoku Shoujo Futakomori,TV Series,26,Studio Deen,2006,4.1
3492,Angel Beats! Special,Angel Beats! Stairway to Heaven,DVD Special,1,P.A. Works,2010,4.1
