id,tags 
8552,Action
8552,Mystery
8552,Seinen
8552,Detectives
8552,Supernatural
8552,Superpowers
8552,Based on a Manga
4564,Comedy
4564,Shounen
4564,Slice of Life
4564,All-Boys School
4564,Breaking the Fourth Wall
4564,Episodic
4564,Gag
4564,School Life
4564,Based on a Manga
8604,Shounen
8604,Sports
8604,Recap
8604,School Club
8604,Tournaments
8604,Volleyball
8604,Based on a Manga
5010,Comedy
5010,Drama
5010,Romance
5010,Boarding House
5010,Boarding School
5010,Neighbors
5010,Romantic Comedy
5010,School Life
5010,Based on a Light Novel
7423,Action
7423,Adventure
7423,Shounen
7423,Pirates
7423,Superpowers
7423,Based on a Manga
3280,Comedy
3280,Josei
3280,Apartment Life
3280,Boarding House
3280,Crossdressing
3280,Fashion
3280,Neighbors
3280,noitaminA
3280,Based on a Manga
9955,Drama
9955,Fantasy
9955,Slice of Life
9955,Based on a Light Novel
5900,Action
5900,Adventure
5900,Shounen
5900,Monster-of-the-week
5900,Proxy Battles
5900,Supernatural
5900,Animal Abuse
5900,Explicit Violence
5900,Based on a Manga
4862,Adventure
4862,Drama
4862,Mystery
4862,Sci Fi
4862,Childhood Friends
4862,Coming of Age
4862,Dystopia
4862,Post-apocalyptic
4862,Psychic Powers
4862,Superpowers
4862,Thriller
4862,Violence
4862,Based on a Novel
6655,Comedy
6655,Romance
6655,Seinen
6655,Slice of Life
6655,Androphobia
6655,Coworkers
6655,Restaurants
6655,Work Life
6655,Based on a 4-Koma Manga
6655,Based on a Manga
8829,Sci Fi
8829,Psychological
8829,Thriller
8829,Time Travel
8829,Based on a Visual Novel
2685,Fantasy
2685,Shounen
2685,Animal Characteristics
2685,Demons
2685,Feudal Japan
2685,Person in a Strange World
2685,Time Travel
2685,Based on a Manga
6624,BL
6624,Comedy
6624,Drama
6624,Romance
6624,Shounen-ai
6624,Age Gap
6624,Cohabitation
6624,LGBT Themes
6624,Romantic Comedy
6624,Writers
6624,Yaoi Hand Syndrome
6624,Based on a Manga
3281,Drama
3281,Shounen
3281,Anime Industry
3281,Manga Industry
3281,Otaku Culture
3281,Voice Acting
3281,Writers
3281,Based on a Manga
6725,Action
6725,Comedy
6725,Drug Use
6725,Gangs
6725,Noir
6725,Social Media
6725,Supernatural
6725,Violence
6725,Based on a Light Novel
238,Drama
238,Acting
238,Original Work
5201,Action
5201,Drama
5201,Seinen
5201,Sports
5201,Cars
5201,Racing
5201,Based on a Manga
3473,Comedy
3473,Drama
3473,Romance
3473,Shoujo
3473,School Life
3473,Based on a Manga
3802,Mystery
3802,Overpowered Main Characters
3802,Supernatural
3802,Based on a Light Novel
6265,Comedy
6265,Drama
6265,Romance
6265,School Club
6265,School Life
6265,Based on a Light Novel
7139,Action
7139,Fantasy
7139,Seinen
7139,Dark Fantasy
7139,Historical
7139,Person in a Strange World
7139,Rebellions
7139,Samurai
7139,Explicit Violence
7139,Based on a Manga
3809,Action
3809,Fantasy
3809,Mecha
3809,Magic
3809,Military
3809,Violence
3809,War
6149,Comedy
6149,Romance
6149,Shounen
6149,Gag
6149,Manga Industry
6149,Otaku Culture
6149,Romantic Comedy
6149,Satire
6149,School Life
6149,Writers
6149,Based on a 4-Koma Manga
6149,Based on a Manga
2470,Comedy
2470,Ecchi
2470,Supernatural
2470,Tsundere
2470,Based on a Light Novel
3812,Drama
3812,Shounen
3812,Sports
3812,Baseball
3812,Based on a Manga
9483,Comedy
9483,Seinen
9483,Afterlife
9483,Coworkers
9483,Dark Comedy
9483,Demons
9483,Episodic
9483,Gag
9483,Hell
9483,Japanese Mythology
9483,Parody
9483,Satire
9483,Slapstick
9483,Supernatural
9483,Based on a Manga
4019,Action
4019,Shounen
4019,Demons
4019,Monsters
4019,Supernatural
4019,Youkai
4019,Based on a Manga
6009,Action
6009,Adventure
6009,Comedy
6009,Fantasy
6009,Shounen
6009,Dungeon
6009,Magic
6009,Middle Eastern
6009,Orphans
6009,Overpowered Main Characters
6009,Based on a Manga
7587,Drama
7587,Music
7587,School Club
7587,School Life
7587,Based on a Novel
6067,Action
6067,Comedy
6067,Sci Fi
6067,Shounen
6067,Aliens
6067,Feudal Japan
6067,Samurai
6067,Shorts
6067,Based on a Manga
4311,Drama
4311,Josei
4311,Romance
4311,Sports
4311,Love Triangle
4311,School Club
4311,School Life
4311,Tournaments
4311,Based on a Manga
6429,Action
6429,Comedy
6429,Sci Fi
6429,Shounen
6429,Aliens
6429,Assassins
6429,Parody
6429,School Life
6429,Based on a Manga
7529,Comedy
7529,Sci Fi
7529,Shounen
7529,Aliens
7529,Gag
7529,Parody
7529,Samurai
7529,Shorts
7529,Based on a Manga
1130,Drama
1130,Romance
1130,Shoujo
1130,Adult Couples
1130,Coming of Age
1130,Love Triangle
1130,Mature Romance
1130,Music
1130,Rock Music
1130,Showbiz
1130,Mature Themes
1130,Based on a Manga
6141,Action
6141,Drama
6141,Conspiracy
6141,Criminals
6141,Detectives
6141,Human Experimentation
6141,noitaminA
6141,Original Work
6141,Psychological
6141,Terrorism
6141,Thriller
5845,BL
5845,Comedy
5845,Drama
5845,Romance
5845,Shounen-ai
5845,Adult Couples
5845,Blackmail
5845,Childcare
5845,Editors
5845,LGBT Themes
5845,Mature Romance
5845,Salaryman
5845,Single Parent
5845,Tsundere
5845,Yaoi Hand Syndrome
6706,Drama
6706,Coming of Age
6706,Original Work
6706,School Life
6706,Supernatural
4460,Josei
4460,Slice of Life
4460,Childcare
4460,Christmas
4460,Single Parent
4460,Based on a Manga
8265,Mecha
8265,Sci Fi
8265,Conspiracy
8265,Mind Games
8265,Original Work
8265,Political
8265,Psychological
8265,Real Robot
8265,Recap
8265,Superpowers
8265,Terrorism
1904,Action
1904,Drama
1904,Mecha
1904,Sci Fi
1904,Post-apocalyptic
1904,Super Robot
2161,Drama
2161,Sci Fi
2161,Military
2161,Outer Space
2161,Political
2161,Space Opera
2161,War
2161,Based on a Novel
7025,Action
7025,Drama
7025,Shounen
7025,Sports
7025,Boxing
7025,Hand to Hand Combat
7025,Based on a Manga
4734,Fantasy
4734,Magical Girl
4734,Contemporary Fantasy
4734,Dark Fantasy
4734,Magic
4734,Melancholy
4734,Psychological
4734,Recap
4734,School Life
4734,Thriller
4734,Urban Fantasy
3756,Seinen
3756,Debt
3756,Gambling
3756,High Stakes Games
3756,Prison
3756,Psychological
3756,Thriller
3756,Mature Themes
3756,Based on a Manga
1084,Action
1084,Drama
1084,Fantasy
1084,Mystery
1084,Environmental
1084,Political
1084,Based on a Novel
2703,Action
2703,Adventure
2703,Comedy
2703,Fantasy
2703,Shounen
2703,Guilds
2703,Magic
2703,Based on a Manga
5257,Comedy
5257,Ecchi
5257,Supernatural
5257,Based on a Light Novel
5155,Mystery
5155,Overpowered Main Characters
5155,Supernatural
5155,Based on a Light Novel
2328,Comedy
2328,Seinen
2328,Japanese Mythology
2328,Supernatural
2328,Based on a Manga
1517,Action
1517,Mecha
1517,Sci Fi
1517,Original Work
1517,Political
1517,Rebellions
1517,Terrorism
3634,Comedy
3634,Fantasy
3634,Romance
3634,Shounen
3634,Demons
3634,Otaku Culture
3634,School Life
3634,Based on a Manga
8094,Comedy
8094,Drama
8094,Fantasy
8094,Slice of Life
8094,Family Life
8094,Japanese Mythology
8094,Youkai
8094,Based on a Novel
8483,Adventure
8483,Comedy
8483,Seinen
8483,Slice of Life
8483,Iyashikei
8483,School Club
8483,The Great Outdoors
8483,Based on a Manga
3978,Action
3978,Fantasy
3978,18th Century
3978,Europe
3978,Gods
3978,Greek Mythology
3978,Hand to Hand Combat
3978,Historical
3978,Power Suits
3978,Superpowers
95,Fantasy
95,Slice of Life
95,Apprenticeship
95,Europe
95,Family Friendly
95,Lifestyle Change
95,Magic
95,Based on a Novel
5393,Comedy
5393,Shounen
5393,Slice of Life
5393,Agriculture
5393,Coming of Age
5393,Lifestyle Change
5393,noitaminA
5393,School Life
5393,Based on a Manga
2699,Comedy
2699,Drama
2699,Romance
2699,Shoujo
2699,Coming of Age
2699,School Life
2699,Based on a Manga
2909,Action
2909,Drama
2909,Mecha
2909,Sci Fi
2909,Military
2909,Outer Space
2909,War
8153,Sports
8153,School Club
8153,School Life
8153,Swimming
8153,Based on a Light Novel
11221,Adventure
11221,Drama
11221,Historical
11221,Military
11221,Violence
11221,Based on a Manga
1498,Comedy
1498,Romance
1498,Shounen
1498,Delinquents
1498,Gag
1498,Love Triangle
1498,Romantic Comedy
1498,School Life
1498,Unrequited Love
1498,Based on a Manga
2081,Comedy
2081,Seinen
2081,Crude
2081,Music
2081,Parody
2081,Rock Music
2081,Satire
2081,Secret Identity
2081,Showbiz
2081,Based on a Manga
3810,Action
3810,Fantasy
3810,Mecha
3810,Magic
3810,Military
3810,Violence
3810,War
1258,Comedy
1258,Drama
1258,Josei
1258,Romance
1258,Art
1258,Art School
1258,College
1258,Coming of Age
1258,Love Triangle
1258,noitaminA
1258,School Life
1258,Based on a Manga
805,Action
805,Drama
805,Seinen
805,Sports
805,Cars
805,Racing
805,Based on a Manga
5111,Action
5111,Adventure
5111,Comedy
5111,Fantasy
5111,Shounen
5111,Magic
5111,Middle Eastern
5111,Political
5111,Based on a Manga
3275,Fantasy
3275,Contemporary Fantasy
3275,Family Friendly
3275,Based on a Novel
463,Drama
463,Sci Fi
463,Seinen
463,Astronauts
463,Coworkers
463,Outer Space
463,Work Life
463,Based on a Manga
8353,Shounen
8353,Cooking
8353,Food and Beverage
8353,Based on a Manga
7480,Comedy
7480,Shounen
7480,Ghosts
7480,Gods
7480,Japanese Mythology
7480,Supernatural
7480,Based on a Manga
8266,Mecha
8266,Sci Fi
8266,Original Work
8266,Real Robot
8266,Recap
61,Action
61,Fantasy
61,Seinen
61,Dark Fantasy
61,Demons
61,Medieval
61,Mercenaries
61,Overpowered Main Characters
61,Swordplay
61,Explicit Sex
61,Explicit Violence
61,Physical Abuse
61,Sexual Abuse
61,Based on a Manga
6787,Comedy
6787,Drama
6787,Romance
6787,Shoujo
6787,Based on a Manga
6873,Action
6873,Adventure
6873,Fantasy
6873,Dragons
6873,Medieval
6873,Military
6873,Person in a Strange World
6873,Political
6873,War
6873,Based on a Light Novel
6658,Sports
6658,School Club
6658,Swimming
6658,Based on a Light Novel
2015,Sci Fi
2015,Cyberpunk
2015,Cyborgs
2015,Hacking
2015,Noir
2015,Based on a Manga
5786,Supernatural
5786,Based on a Light Novel
3808,Action
3808,Fantasy
3808,Mecha
3808,Magic
3808,Military
3808,War
5373,Drama
5373,Aviation
5373,Historical
5373,War
5373,World War 2
1951,Mystery
1951,Shounen
1951,Age Transformation
1951,Detectives
1951,Police
1951,Thieves
1951,Based on a Manga
1372,Horror
1372,Abstract
1372,Episodic
1372,Japanese Mythology
1372,noitaminA
1372,Supernatural
1372,Youkai
56,Drama
56,Romance
56,19th Century
56,Adult Couples
56,Mature Romance
56,Melancholy
56,Samurai
56,Swordplay
56,Based on a Manga
5506,Drama
5506,Romance
5506,School Life
5506,Supernatural
5506,Based on a Visual Novel
3800,Mystery
3800,Overpowered Main Characters
3800,Supernatural
3800,Based on a Light Novel
2574,Drama
2574,Sci Fi
2574,Military
2574,Outer Space
2574,Political
2574,Space Opera
2574,War
2574,Based on a Novel
119,Action
119,Sci Fi
119,Cyberpunk
119,Cyborgs
119,Hacking
119,Noir
119,Police
119,Based on a Manga
2482,Drama
2482,Earthquake
2482,Melancholy
2482,Natural Disaster
2482,noitaminA
2482,Original Work
2482,Siblings
2482,Survival
8273,Action
8273,Sci Fi
8273,Shounen
8273,Supernatural
8273,Superpowers
8273,Vampires
8273,Based on a Manga
2359,Mystery
2359,Amnesia
2359,Conspiracy
2359,High Stakes Games
2359,noitaminA
2359,Original Work
7968,Fantasy
7968,Magic
7968,Magic School
7968,Original Work
7968,School Life
8302,Comedy
8302,Romance
8302,Abstract
8302,Adult Couples
8302,Romantic Comedy
8302,Based on a Novel
8597,Comedy
8597,Seinen
8597,Afterlife
8597,Coworkers
8597,Dark Comedy
8597,Demons
8597,Episodic
8597,Gag
8597,Hell
8597,Japanese Mythology
8597,Parody
8597,Satire
8597,Slapstick
8597,Supernatural
8597,Youkai
8597,Based on a Manga
2252,Shounen
2252,Sports
2252,Tennis
2252,Based on a Manga
6543,Action
6543,Fantasy
6543,Shounen
6543,Pirates
6543,Superpowers
6543,Based on a Manga
2688,Comedy
2688,Seinen
2688,Gag
2688,Monsters
2688,Parody
2688,Superheroes
2688,Based on a Manga
1689,Adventure
1689,Seinen
1689,Detectives
1689,Episodic
1689,Europe
1689,Work Life
1689,Based on a Manga
6646,Comedy
6646,Drama
6646,Slice of Life
6646,Anime Industry
6646,Coworkers
6646,Original Work
6646,Otaku Culture
6646,Voice Acting
6646,Work Life
86,Adventure
86,Comedy
86,Fantasy
86,Magic
86,Medieval
86,Based on a Light Novel
9617,Comedy
9617,Ecchi
9617,Romance
9617,Seinen
9617,College
9617,Gag
9617,Mature Romance
9617,Ocean
9617,Slapstick
9617,Based on a Manga
5288,Action
5288,Adventure
5288,Shounen
5288,Pirates
5288,Based on a Manga
6124,Action
6124,Drama
6124,Horror
6124,Seinen
6124,Human Experimentation
6124,Psychological
6124,Supernatural
6124,Thriller
6124,Cannibalism
6124,Explicit Violence
6124,Physical Abuse
6124,Based on a Manga
1872,Drama
1872,Sci Fi
1872,Military
1872,Outer Space
1872,Political
1872,Space Opera
1872,War
1872,Based on a Novel
5716,Action
5716,Adventure
5716,Shounen
5716,Pirates
5716,Based on a Manga
7496,Action
7496,Comedy
7496,Sci Fi
7496,Seinen
7496,Neighbors
7496,Superpowers
7496,Based on a Manga
7533,Action
7533,MMORPG
7533,Overpowered Main Characters
7533,Person in a Strange World
7533,PVE
7533,Virtual Reality
7533,Based on a Light Novel
5520,Shounen
5520,Sports
5520,Cycling
5520,Racing
5520,School Club
5520,School Life
5520,Tournaments
5520,Based on a Manga
3013,Drama
3013,Romance
3013,Senpai-Kouhai Relationship
3013,Based on a Visual Novel
7241,Adventure
7241,Comedy
7241,Ecchi
7241,Fantasy
7241,Demons
7241,Gag
7241,Gods
7241,Guilds
7241,Parody
7241,Person in a Strange World
7241,RPG
7241,Based on a Light Novel
7873,Based on a Light Novel
3089,Action
3089,Sci Fi
3089,Superpowers
1973,Drama
1973,Mystery
1973,Shounen
1973,Age Transformation
1973,Conspiracy
1973,Detectives
1973,Based on a Manga
5350,Drama
5350,Romance
5350,School Club
5350,School Life
5350,Supernatural
5350,Based on a Light Novel
2393,Adventure
2393,Fantasy
2393,Shounen
2393,Fated Lovers
2393,Magic
2393,Based on a Manga
7131,Drama
7131,Sports
7131,Swimming
7131,Based on a Light Novel
4567,Action
4567,Shounen
4567,Hand to Hand Combat
4567,Martial Arts
4567,Weak to Strong
4567,Based on a Manga
8903,Romance
8903,Based on a Light Novel
2716,Action
2716,Comedy
2716,Sci Fi
2716,Shounen
2716,Aliens
2716,Crude
2716,Feudal Japan
2716,Gag
2716,Parody
2716,Samurai
2716,Slapstick
2716,Based on a Manga
6750,Action
6750,Comedy
6750,Fantasy
6750,Harem
6750,Romance
6750,Dungeon
6750,God-Human Relationship
6750,Gods
6750,Guilds
6750,RPG
6750,Swordplay
6750,Weak to Strong
6750,Based on a Light Novel
6142,Adventure
6142,Comedy
6142,Sci Fi
6142,Aliens
6142,Bounty Hunters
6142,Breaking the Fourth Wall
6142,Episodic
6142,Original Work
6142,Outer Space
6142,Parody
6142,Robots
3054,Action
3054,Comedy
3054,Drama
3054,Fantasy
3054,Shounen
3054,Siblings
3054,Based on a Manga
7018,Drama
7018,Fantasy
7018,Romance
7018,Shoujo
7018,Adult Couples
7018,Apprenticeship
7018,Lifestyle Change
7018,Mature Romance
7018,Medical
7018,Medieval
7018,Royalty
7018,Social Gap
7018,Based on a Manga
1472,Mystery
1472,Shounen
1472,Age Transformation
1472,Detectives
1472,Police
1472,Thieves
1472,Based on a Manga
5431,Shounen
5431,Sports
5431,Basketball
5431,School Club
5431,Based on a Manga
9231,Drama
9231,Fantasy
9231,Shoujo
9231,Bodyguards
9231,Cats
9231,Countryside
9231,Iyashikei
9231,Japanese Mythology
9231,Orphans
9231,Supernatural
9231,Youkai
9231,Based on a Manga
4043,Comedy
4043,Romance
4043,Seinen
4043,Slice of Life
4043,Androphobia
4043,Coworkers
4043,Restaurants
4043,Work Life
4043,Based on a 4-Koma Manga
4043,Based on a Manga
10231,Romance
10231,Korean Animation
10231,Original Work
10231,Short Episodes
7425,Shounen
7425,Sports
7425,School Life
7425,Volleyball
7425,Based on a Manga
173,Action
173,Shounen
173,Afterlife
173,Demons
173,Hand to Hand Combat
173,Supernatural
173,Tournaments
173,Violence
173,Based on a Manga
1256,Comedy
1256,Drama
1256,Harem
1256,Romance
1256,Supernatural
1256,Based on a Visual Novel
2281,Adventure
2281,Drama
2281,Fantasy
2281,Slice of Life
2281,Coming of Age
2281,Countryside
2281,Family Friendly
2281,Medieval
2281,Political
2281,Animal Abuse
2281,Based on a Novel
2975,Comedy
2975,Seinen
2975,Sports
2975,Baseball
2975,School Club
2975,School Life
2975,Based on a Manga
5615,Comedy
5615,Fantasy
5615,Romance
5615,Shoujo
5615,Animal Characteristics
5615,Japanese Mythology
5615,Master-Servant Relationship
5615,Based on a Manga
5483,Drama
5483,Anime Tamago
5483,High Stakes Games
5483,Original Work
5483,Play or Die
5483,Psychological
5483,PVP
5483,Supernatural
5483,Thriller
7883,Horror
7883,Seinen
7883,Animeism
7883,CG Animation
7883,Human Experimentation
7883,Supernatural
7883,Terrorism
7883,Explicit Violence
7883,Physical Abuse
7883,Based on a Manga
3723,BL
3723,Comedy
3723,Drama
3723,Romance
3723,Shounen-ai
3723,Adult Couples
3723,Boss-Employee Relationship
3723,Coworkers
3723,Editors
3723,LGBT Themes
3723,Manga Industry
3723,Mature Romance
3723,Neighbors
3723,Otaku Culture
3723,Romantic Comedy
3723,Sexual Content
3723,Work Life
3723,Yaoi Hand Syndrome
3723,Based on a Manga
5916,Action
5916,Drama
5916,Sci Fi
5916,Dystopia
5916,Gunfights
5916,Original Work
5916,Explicit Violence
5268,Action
5268,Comedy
5268,Fantasy
5268,Slice of Life
5268,Contemporary Fantasy
5268,Coworkers
5268,Demon King
5268,Demons
5268,Lifestyle Change
5268,Person in a Strange World
5268,Restaurants
5268,Urban Fantasy
5268,Work Life
5268,Based on a Light Novel
9199,Action
9199,Fantasy
9199,Sci Fi
9199,MMORPG
9199,Overpowered Main Characters
9199,Person in a Strange World
9199,RPG
9199,Violence
9199,Virtual Reality
9199,Based on a Light Novel
2748,Sci Fi
2748,Cyberpunk
2748,Cyborgs
2748,Hacking
2748,Noir
2748,Based on a Manga
3807,Action
3807,Fantasy
3807,Mecha
3807,Magic
3807,Military
3807,War
2433,Action
2433,Adventure
2433,Comedy
2433,Mecha
2433,Sci Fi
2433,Combining Mecha
2433,Original Work
2433,Recap
2433,Super Robot
2990,Comedy
2990,Seinen
2990,Slice of Life
2990,All-Girls School
2990,Iyashikei
2990,Music
2990,School Club
2990,School Life
2990,Based on a Manga
2643,Adventure
2643,Drama
2643,Fantasy
2643,Romance
2643,Animal Characteristics
2643,God-Human Relationship
2643,Gods
2643,Mature Romance
2643,Medieval
3811,Action
3811,Fantasy
3811,Mecha
3811,Magic
3811,Military
3811,Violence
3811,War
1917,Action
1917,Fantasy
1917,Shounen
1917,Demons
1917,Monster School
1917,School Life
1917,Shinigami
1917,Supernatural
1917,Based on a Manga
4338,Action
4338,Fantasy
4338,Seinen
4338,Dark Fantasy
4338,Demons
4338,Medieval
4338,Mercenaries
4338,Overpowered Main Characters
4338,Swordplay
4338,Explicit Violence
4338,Nudity
4338,Based on a Manga
6966,Action
6966,Drama
6966,Childcare
6966,Emotional Abuse
6966,Based on a Visual Novel
4622,Drama
4622,Mystery
4622,School Club
4622,School Life
4622,Based on a Novel
4278,Drama
4278,Romance
4278,Shoujo
4278,Slice of Life
4278,Coming of Age
4278,Historical
4278,School Life
4278,Based on a Manga
2512,Shounen
2512,Sports
2512,Baseball
2512,Based on a Manga
6922,Drama
6922,Seinen
6922,Sports
6922,Cars
6922,Racing
6922,Based on a Manga
9273,Action
9273,Drama
9273,Shoujo
9273,America
9273,Criminals
9273,Drug Use
9273,Gangs
9273,noitaminA
9273,Violence
9273,Mature Themes
9273,Physical Abuse
9273,Sexual Abuse
9273,Based on a Manga
1518,Seinen
1518,Debt
1518,Gambling
1518,High Stakes Games
1518,Mind Games
1518,Psychological
1518,Thriller
1518,Mature Themes
1518,Based on a Manga
10105,Comedy
10105,Animal Protagonists
10105,Coworkers
10105,Music
10105,Original Work
10105,Sanrio Characters
10105,Work Life
7307,Action
7307,Fantasy
7307,Shounen
7307,Supernatural
7307,Urban Fantasy
7307,Based on a Manga
6967,Comedy
6967,Drama
6967,Military
6967,Sexual Content
6967,Based on a Visual Novel
982,Comedy
982,Breaking the Fourth Wall
982,School Club
982,School Life
982,Based on a Light Novel
9137,GL
9137,Romance
9137,Shoujo-ai
9137,Opposites Attract
9137,School Life
9137,Based on a Manga
3078,Action
3078,Adventure
3078,Shounen
3078,Pirates
3078,Superpowers
3078,Based on a Manga
3474,Drama
3474,Mystery
3474,Romance
3474,Boarding School
3474,Detectives
3474,England
3474,Europe
3474,Historical
3474,Library
3474,Violence
3474,Based on a Light Novel
1099,Horror
1099,Mystery
1099,Countryside
1099,Psychological
1099,School Life
1099,Thriller
1099,Emotional Abuse
1099,Explicit Violence
1099,Physical Abuse
1099,Based on a Visual Novel
7850,Comedy
7850,Romance
7850,Slice of Life
7850,Based on a Light Novel
6936,Comedy
6936,Shounen
6936,Crude
6936,Newly Co-ed School
6936,Parody
6936,Satire
6936,School Life
6936,Sexual Content
6936,Based on a 4-Koma Manga
6936,Based on a Manga
4693,Fantasy
4693,Japanese Mythology
4693,Magic
4693,Based on a Doujinshi
4693,Based on a Video Game
1941,Mystery
1941,Shounen
1941,Age Transformation
1941,Detectives
1941,Police
1941,Thieves
1941,Thriller
1941,Based on a Manga
1987,19th Century
1987,Europe
1987,Italy
1987,World Masterpiece Theater
8994,Action
8994,Adventure
8994,Drama
8994,Horror
8994,15th Century
8994,Demons
8994,Europe
8994,Historical
8994,Magic
8994,Medieval
8994,Religion
8994,Revenge
8994,Supernatural
8994,Vampires
8994,Explicit Violence
8994,Based on a Video Game
7628,BL
7628,Comedy
7628,Drama
7628,Romance
7628,Shounen-ai
7628,Age Gap
7628,LGBT Themes
7628,Romantic Comedy
7628,Yaoi Hand Syndrome
7628,Based on a Manga
1087,Comedy
1087,Romance
1087,Shoujo
1087,Romantic Comedy
1087,School Life
1087,Based on a Manga
4768,Action
4768,Seinen
4768,Gangs
4768,Gunfights
4768,Mercenaries
4768,Violence
4768,Based on a Manga
3463,Action
3463,Gangs
3463,Supernatural
3463,Yakuza
3463,Based on a Light Novel
6831,Action
6831,Drama
6831,Mystery
6831,Shounen
6831,Age Transformation
6831,Detectives
6831,Police
6831,Thieves
6831,Based on a Manga
6453,Comedy
6453,Seinen
6453,Afterlife
6453,Coworkers
6453,Dark Comedy
6453,Demons
6453,Episodic
6453,Gag
6453,Hell
6453,Japanese Mythology
6453,Parody
6453,Satire
6453,Supernatural
6453,Youkai
6453,Based on a Manga
3722,BL
3722,Comedy
3722,Romance
3722,Shounen-ai
3722,Romantic Comedy
3722,School Life
3722,Based on a Manga
7658,Action
7658,Comedy
7658,Sci Fi
7658,Seinen
7658,Overpowered Main Characters
7658,Superheroes
7658,Superpowers
7658,Based on a Manga
8255,Comedy
8255,Seinen
8255,Afterlife
8255,Dark Comedy
8255,Demons
8255,Gag
8255,Hell
8255,Japanese Mythology
8255,Parody
8255,Satire
8255,Supernatural
8255,Youkai
8255,Based on a Manga
7417,Drama
7417,Fantasy
7417,Romance
7417,Shoujo
7417,Slice of Life
7417,Adult Couples
7417,Mature Romance
7417,Medieval
7417,Royalty
7417,Social Gap
7417,Based on a Manga
8828,Drama
8828,Ecchi
8828,Boarding School
8828,Psychological
8828,School Life
8828,Based on a Light Novel
7266,Drama
7266,Seinen
7266,Sports
7266,Cars
7266,Racing
7266,Based on a Manga
2251,Comedy
2251,Shounen
2251,Sports
2251,Tennis
2251,Based on a Manga
7534,Action
7534,Fantasy
7534,Military
7534,War
7534,Based on a Light Novel
9936,Action
9936,Fantasy
9936,Chinese Animation
9936,Superpowers
9936,Based on a Manga
261,Action
261,Drama
261,Seinen
261,Sports
261,Cars
261,Racing
261,Based on a Manga
3693,Action
3693,Fantasy
3693,Shounen
3693,Contemporary Fantasy
3693,Demons
3693,Monster School
3693,School Life
3693,Siblings
3693,Supernatural
3693,Urban Fantasy
3693,Based on a Manga
8910,Comedy
8910,Fantasy
8910,Seinen
8910,Slice of Life
8910,Contemporary Fantasy
8910,Dragons
8910,Maids
8910,Monster Girls
8910,Urban Fantasy
8910,Based on a Manga
7741,Action
7741,Comedy
7741,Shounen
7741,Assassins
7741,School Life
7741,Short Episodes
7741,Based on a Manga
5584,Shounen
5584,Sports
5584,Baseball
5584,Tournaments
5584,Based on a Manga
1009,Shounen
1009,Slice of Life
1009,Apprenticeship
1009,Iyashikei
1009,Ocean
1009,Work Life
1009,Based on a Manga
7336,Drama
7336,Mecha
7336,Sci Fi
7336,Original Work
7336,Outer Space
1081,Sci Fi
1081,Dream World
1081,Hacking
1081,Psychological
1081,Based on a Novel
9125,Adventure
9125,Fantasy
9125,Shounen
9125,Pirates
9125,Recap
9125,Superpowers
9125,Based on a Manga
5458,Seinen
5458,Slice of Life
5458,Art
5458,Art School
5458,Boarding House
5458,Neighbors
5458,School Life
5458,Based on a 4-Koma Manga
5458,Based on a Manga
10036,Action
10036,Fantasy
10036,CG Animation
10036,Chinese Animation
10036,Xianxia
10036,Based on a Light Novel
10036,Based on a Web Novel
252,Mecha
252,Sci Fi
252,Forest
252,Jungle
252,Military
252,War
9004,Action
9004,Adventure
9004,Fantasy
9004,Shounen
9004,Magic
9004,Medieval
9004,Overpowered Main Characters
9004,Pigs
9004,Violence
9004,Based on a Manga
5357,Comedy
5357,Shounen
5357,Slice of Life
5357,Gag
5357,School Club
5357,School Life
5357,Based on a Manga
6484,Action
6484,Comedy
6484,Crossover
6484,Detectives
6484,Thieves
3077,Action
3077,Fantasy
3077,Mecha
3077,Magic
3077,Military
3077,War
287,Action
287,Comedy
287,Drama
287,Shounen
287,Sports
287,Basketball
287,Delinquents
287,School Club
287,School Life
287,Tournaments
287,Weak to Strong
287,Bullying
287,Physical Abuse
287,Based on a Manga
4900,Adventure
4900,Family Friendly
4900,Shorts
7858,Sci Fi
7858,Androids
7858,Astronomy
7858,Dystopia
7858,Post-apocalyptic
7858,Robots
7858,Based on a Visual Novel
5022,Drama
5022,Romance
5022,Slice of Life
5022,Coming of Age
5022,Countryside
5022,Hotels and Inns
5022,Work Life
1516,Drama
1516,Fantasy
1516,Reverse Harem
1516,Romance
1516,Shoujo
1516,Medical
1516,Pandemic
1516,Political
1516,Social Gap
1516,Based on a Light Novel
9778,Action
9778,Fantasy
9778,CG Animation
9778,Chinese Animation
9778,Martial Arts
9778,Short Episodes
9778,Xianxia
6147,Adventure
6147,Fantasy
6147,Sci Fi
6147,Guilds
6147,MMORPG
6147,Overpowered Main Characters
6147,Person in a Strange World
6147,PVE
6147,RPG
6147,Trapped in a Video Game
6147,Based on a Light Novel
810,Drama
810,Seinen
810,Sports
810,Cars
810,Racing
810,Based on a Manga
6768,Drama
6768,Josei
6768,Apprenticeship
6768,Historical
6768,Lifestyle Change
6768,Based on a Manga
7010,Slice of Life
7010,Iyashikei
7010,Photography
1489,Mystery
1489,Shounen
1489,Age Transformation
1489,Amnesia
1489,Detectives
1489,Police
1489,Based on a Manga
2369,Action
2369,Amnesia
2369,Assassins
2369,Criminals
2369,Gangs
2369,Gunfights
2369,Psychological
